,Date,Price,Open,High,Low,Vol.,Change %,portid_rizhao,portname_rizhao,country_rizhao,ISO3_rizhao,portcalls_container_rizhao,portcalls_dry_bulk_rizhao,portcalls_general_cargo_rizhao,portcalls_roro_rizhao,portcalls_tanker_rizhao,portcalls_cargo_rizhao,portcalls_rizhao,import_container_rizhao,import_dry_bulk_rizhao,import_general_cargo_rizhao,import_roro_rizhao,import_tanker_rizhao,import_cargo_rizhao,import_rizhao,export_container_rizhao,export_dry_bulk_rizhao,export_general_cargo_rizhao,export_roro_rizhao,export_tanker_rizhao,export_cargo_rizhao,export_rizhao,ObjectId_rizhao,portid_santos,portname_santos,country_santos,ISO3_santos,portcalls_container_santos,portcalls_dry_bulk_santos,portcalls_general_cargo_santos,portcalls_roro_santos,portcalls_tanker_santos,portcalls_cargo_santos,portcalls_santos,import_container_santos,import_dry_bulk_santos,import_general_cargo_santos,import_roro_santos,import_tanker_santos,import_cargo_santos,import_santos,export_container_santos,export_dry_bulk_santos,export_general_cargo_santos,export_roro_santos,export_tanker_santos,export_cargo_santos,export_santos,ObjectId_santos
1331,2019-09-03,856.50,855.50,856.25,848.75,2.24K,-0.06%,port1105,Rizhao,China,CHN,2,5,1,0,0,8,8,0.0,212023.393699209,0.0,0.0,0.0,212023.393699209,212023.393699209,30046.399314988,7918.0569633308,957.484987862368,0.0,0.0,38921.9412661812,38921.9412661812,250694,port1160,Santos,Brazil,BRA,7,6,0,1,3,14,17,47387.3130854259,11851.7193222747,0.0,1703.80917704006,1724.2353464518,60942.8415847407,62667.0769311925,38453.0844078519,163323.222541761,0.0,0.0,9894.49746938319,201776.306949613,211670.804418996,372735
1330,2019-09-04,862.50,856.50,864.00,852.50,2.16K,0.70%,port1105,Rizhao,China,CHN,0,2,2,0,0,4,4,0.0,90364.1844376836,3670.05515455634,0.0,0.0,94034.2395922399,94034.2395922399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250698,port1160,Santos,Brazil,BRA,3,3,1,0,4,7,11,8355.38373409208,48537.3782695961,671.634661999275,0.0,1267.79289660802,57564.3966656875,58832.1895622955,15335.5806203719,15734.3716624007,12727.4618727756,0.0,8713.40997600157,43797.4141555482,52510.8241315498,372739
1329,2019-09-05,849.75,863.00,864.50,846.75,1.29K,-1.48%,port1105,Rizhao,China,CHN,3,4,0,0,0,7,7,0.0,81213.1665415391,0.0,0.0,0.0,81213.1665415391,81213.1665415391,14118.6573697729,287.251295354065,0.0,0.0,0.0,14405.9086651269,14405.9086651269,250702,port1160,Santos,Brazil,BRA,6,3,0,1,1,10,11,9174.80933540611,0.0,0.0,0.0,0.0,9174.80933540611,9174.80933540611,22007.8042134606,80423.3808103461,0.0,85.0920473558435,0.0,102516.277071163,102516.277071163,372743
1328,2019-09-06,845.00,853.50,853.50,844.75,0.66K,-0.56%,port1105,Rizhao,China,CHN,2,1,1,0,0,4,4,0.0,104637.492327316,0.0,0.0,0.0,104637.492327316,104637.492327316,10926.8887209252,0.0,2164.94747062834,0.0,0.0,13091.8361915535,13091.8361915535,250706,port1160,Santos,Brazil,BRA,6,2,0,1,2,9,11,25466.5717739463,0.0,0.0,0.0,8722.02871666391,25466.5717739463,34188.6004906102,102444.733425237,7103.12580371969,0.0,4400.10195585222,0.0,113947.961184809,113947.961184809,372747
1327,2019-09-09,845.00,843.00,847.75,839.75,0.62K,0.00%,port1105,Rizhao,China,CHN,1,7,1,0,0,9,9,0.0,269328.795352593,0.0,0.0,0.0,269328.795352593,269328.795352593,1209.3015873846,0.0,1328.26784672942,0.0,0.0,2537.56943411402,2537.56943411402,250753,port1160,Santos,Brazil,BRA,8,8,1,0,2,17,19,69665.4552598362,40201.5377275458,0.0,0.0,4003.60263221036,109866.992987382,113870.595619592,70019.9069177017,197124.216385449,160.923076923077,0.0,3759.80684131269,267305.046380074,271064.853221386,372758
1326,2019-09-10,859.25,847.25,860.00,845.50,0.47K,1.69%,port1105,Rizhao,China,CHN,1,3,0,0,0,4,4,0.0,148166.804099604,0.0,0.0,0.0,148166.804099604,148166.804099604,7907.41202661023,0.0,0.0,0.0,0.0,7907.41202661023,7907.41202661023,250755,port1160,Santos,Brazil,BRA,7,5,0,1,4,13,17,38671.9425557498,0.0,0.0,0.0,0.0,38671.9425557498,38671.9425557498,55681.7714989342,168397.687853971,0.0,549.376018833696,15998.3662234502,224628.835371739,240627.20159519,372762
1325,2019-09-11,854.00,853.75,854.75,851.50,0.65K,-0.61%,port1105,Rizhao,China,CHN,2,3,0,0,0,5,5,0.0,154925.087906324,0.0,0.0,0.0,154925.087906324,154925.087906324,15722.6974915293,0.0,0.0,0.0,0.0,15722.6974915293,15722.6974915293,250524,port1160,Santos,Brazil,BRA,7,5,1,0,3,13,16,12924.5238382345,0.0,0.0,0.0,41353.1288360731,12924.5238382345,54277.6526743076,34019.4059499605,107184.923110389,11095.2982481507,0.0,0.0,152299.6273085,152299.6273085,372766
1324,2019-09-12,883.00,862.75,879.25,862.75,0.20K,3.40%,port1105,Rizhao,China,CHN,2,5,0,0,0,7,7,0.0,218727.602245378,0.0,0.0,0.0,218727.602245378,218727.602245378,8577.89130569719,8650.11894666426,0.0,0.0,0.0,17228.0102523615,17228.0102523615,250529,port1160,Santos,Brazil,BRA,2,2,0,0,1,4,5,0.0,0.0,0.0,0.0,562.792875427716,0.0,562.792875427716,18623.9917199163,21398.0649821853,0.0,0.0,0.0,40022.0567021017,40022.0567021017,372769
1323,2019-09-13,884.75,890.00,890.25,888.50,0.10K,0.20%,port1105,Rizhao,China,CHN,2,8,2,0,0,12,12,1286.96449152719,161440.462293442,0.0,0.0,0.0,162727.426784969,162727.426784969,1448.54646932488,12742.4496857399,4696.47741122377,0.0,0.0,18887.4735662886,18887.4735662886,250533,port1160,Santos,Brazil,BRA,7,10,1,0,5,18,23,50171.6072238557,67178.4217062758,0.0,0.0,9848.19490568735,117350.028930131,127198.223835819,56777.8358662297,204783.311113452,2336.4284574131,0.0,32543.0327397698,263897.575437095,296440.608176865,372772
1322,2019-09-16,900.00,903.25,904.75,894.25,90.74K,1.72%,port1105,Rizhao,China,CHN,1,2,2,0,0,5,5,0.0,103039.092339027,0.0,0.0,0.0,103039.092339027,103039.092339027,17436.5718925841,0.0,18376.9959873925,0.0,0.0,35813.5678799765,35813.5678799765,250688,port1160,Santos,Brazil,BRA,8,6,0,1,3,15,18,54497.3616345673,40999.0162291688,0.0,495.348358080089,2008.06589580149,95991.7262218162,97999.7921176177,76014.8058357077,64704.3419619014,0.0,0.0,8033.13841848677,140719.147797609,148752.286216096,372781
1321,2019-09-17,893.75,900.00,900.00,888.25,91.24K,-0.69%,port1105,Rizhao,China,CHN,1,6,2,0,0,9,9,0.0,272933.23734564,27298.2077954645,0.0,0.0,300231.445141105,300231.445141105,0.0,0.0,10753.4570681571,0.0,0.0,10753.4570681571,10753.4570681571,250693,port1160,Santos,Brazil,BRA,5,6,1,0,4,12,16,51223.7086232947,0.0,0.0,0.0,5181.80923260939,51223.7086232947,56405.5178559041,0.0,203117.498357655,6971.17171586622,0.0,30298.2984733691,210088.670073521,240386.96854689,372794
1320,2019-09-18,888.75,895.25,897.00,886.75,61.67K,-0.56%,port1105,Rizhao,China,CHN,1,7,1,0,0,9,9,0.0,291911.263105646,0.0,0.0,0.0,291911.263105646,291911.263105646,14406.1146117433,16005.7144756272,4910.95156154919,0.0,0.0,35322.7806489197,35322.7806489197,250697,port1160,Santos,Brazil,BRA,5,2,0,2,3,9,12,28953.298538886,0.0,0.0,464.354039890597,24057.248925275,29417.6525787766,53474.9015040516,64052.3607308016,67758.1591634154,0.0,1988.70235106944,0.0,133799.222245286,133799.222245286,372795
1319,2019-09-19,893.00,889.25,895.00,886.25,88.65K,0.48%,port1105,Rizhao,China,CHN,3,1,1,0,0,5,5,0.0,35690.0023030574,32978.6238332459,0.0,0.0,68668.6261363033,68668.6261363033,15989.2959064257,0.0,0.0,0.0,0.0,15989.2959064257,15989.2959064257,250701,port1160,Santos,Brazil,BRA,6,5,0,1,6,12,18,69132.0552675879,23504.5066926988,0.0,0.0,22586.4413728736,92636.5619602867,115223.00333316,28241.0101652792,58754.0598382967,0.0,4434.81233561532,21054.252445319,91429.8823391912,112484.13478451,372796
1318,2019-09-20,882.75,893.00,893.50,880.75,96.18K,-1.15%,port1105,Rizhao,China,CHN,0,7,2,0,0,9,9,0.0,336842.032005992,15409.9500940478,0.0,0.0,352251.982100039,352251.982100039,0.0,0.0,1368.48779762536,0.0,0.0,1368.48779762536,1368.48779762536,250705,port1160,Santos,Brazil,BRA,4,2,1,0,3,7,10,14485.8732701283,0.0,8852.13639736897,0.0,4350.01054728793,23338.0096674973,27688.0202147852,16051.2054331798,61915.280732451,0.0,0.0,9387.08956446882,77966.4861656309,87353.5757300997,372797
1317,2019-09-23,892.50,882.75,899.25,882.75,121.01K,1.10%,port1105,Rizhao,China,CHN,1,7,0,0,0,8,8,0.0,165235.635677083,0.0,0.0,0.0,165235.635677083,165235.635677083,965.773252029776,19791.7925519672,0.0,0.0,0.0,20757.565803997,20757.565803997,250714,port1160,Santos,Brazil,BRA,4,2,0,1,2,7,9,15671.7395351276,0.0,0.0,0.0,2293.5840045367,15671.7395351276,17965.3235396643,51394.6925008849,55123.1904818999,0.0,3291.36766331255,0.0,109809.250646097,109809.250646097,372800
1316,2019-09-24,894.25,892.50,899.00,890.50,96.23K,0.20%,port1105,Rizhao,China,CHN,1,1,0,0,0,2,2,0.0,37811.5622126573,0.0,0.0,0.0,37811.5622126573,37811.5622126573,6406.33572515268,0.0,0.0,0.0,0.0,6406.33572515268,6406.33572515268,250715,port1160,Santos,Brazil,BRA,9,4,0,2,3,15,18,22817.4200324422,0.0,0.0,0.0,862.973729449468,22817.4200324422,23680.3937618916,78940.0634046169,170807.826717385,0.0,5005.35345425468,4385.36915149706,254753.243576257,259138.612727754,372855
1315,2019-09-25,889.25,894.00,897.75,885.25,99.07K,-0.56%,port1105,Rizhao,China,CHN,1,9,1,0,0,11,11,0.0,305635.14827931,0.0,0.0,0.0,305635.14827931,305635.14827931,0.0,4588.26518973307,0.0,0.0,0.0,4588.26518973307,4588.26518973307,250716,port1160,Santos,Brazil,BRA,6,4,0,0,3,10,13,46979.5437061298,8114.08635298331,0.0,0.0,15831.4697252933,55093.6300591131,70925.0997844064,16010.1379647399,84778.6061225652,0.0,0.0,6275.63820039255,100788.744087305,107064.382287698,372860
1314,2019-09-26,888.50,888.00,895.50,886.75,83.06K,-0.08%,port1105,Rizhao,China,CHN,1,7,1,0,0,9,9,0.0,360316.066959575,14047.5363127534,0.0,0.0,374363.603272328,374363.603272328,17547.8261754461,0.0,0.0,0.0,0.0,17547.8261754461,17547.8261754461,250717,port1160,Santos,Brazil,BRA,4,8,0,0,2,12,14,44967.4598785705,34820.5182705435,0.0,0.0,0.0,79787.978149114,79787.978149114,18682.628893357,140114.744434705,0.0,0.0,14159.3341551533,158797.373328062,172956.707483216,372864
1313,2019-09-27,883.00,887.75,889.25,881.50,67.14K,-0.62%,port1105,Rizhao,China,CHN,2,7,1,0,0,10,10,0.0,278647.406198729,0.0,0.0,0.0,278647.406198729,278647.406198729,8078.3141793513,31240.6121093544,3726.28881052036,0.0,0.0,43045.215099226,43045.215099226,250718,port1160,Santos,Brazil,BRA,6,3,0,1,4,10,14,25775.9770871208,23053.5771546068,0.0,0.0,29648.6411077927,48829.5542417276,78478.1953495203,48990.5885221054,74752.9391474912,0.0,8015.84025702338,2128.51779774675,131759.36792662,133887.885724367,372869
1312,2019-09-30,906.00,884.75,906.75,883.75,163.35K,2.60%,port1105,Rizhao,China,CHN,1,6,1,0,0,8,8,0.0,284118.13974178,16911.2108313909,0.0,0.0,301029.350573171,301029.350573171,11703.7116122906,7826.61947815031,0.0,0.0,0.0,19530.3310904409,19530.3310904409,250721,port1160,Santos,Brazil,BRA,6,6,2,0,1,14,15,21698.28739949,11638.2026962468,0.0,0.0,2578.21785299739,33336.4900957367,35914.7079487341,37728.4177788307,176129.4103852,12487.4048476175,0.0,0.0,226345.233011648,226345.233011648,372941
1311,2019-10-01,919.50,904.00,920.00,903.25,182.14K,1.49%,port1105,Rizhao,China,CHN,2,4,0,0,0,6,6,0.0,71485.1287290066,0.0,0.0,0.0,71485.1287290066,71485.1287290066,15067.3805254881,22282.3963311063,0.0,0.0,0.0,37349.7768565945,37349.7768565945,250722,port1160,Santos,Brazil,BRA,6,2,2,0,0,10,10,27398.3034564886,10003.7850189498,8129.89980374553,0.0,0.0,45531.9882791839,45531.9882791839,46732.7989534799,12677.6749756657,26082.7005988046,0.0,0.0,85493.1745279502,85493.1745279502,372945
1310,2019-10-02,913.75,917.25,918.75,911.75,114.73K,-0.63%,port1105,Rizhao,China,CHN,1,3,0,0,1,4,5,0.0,245021.804371927,0.0,0.0,2042.94407596086,245021.804371927,247064.748447888,5992.83404692273,3504.05123449879,0.0,0.0,0.0,9496.88528142152,9496.88528142152,250723,port1160,Santos,Brazil,BRA,4,4,0,1,4,9,13,8844.65800839245,0.0,0.0,0.0,15799.5035778588,8844.65800839245,24644.1615862512,19791.560308322,66913.3039086961,0.0,1390.68694371521,9251.96492708686,88095.5511607333,97347.5160878202,372951
1309,2019-10-03,911.75,913.00,918.50,908.00,109.30K,-0.22%,port1105,Rizhao,China,CHN,1,3,1,0,0,5,5,0.0,132026.381926154,0.0,0.0,0.0,132026.381926154,132026.381926154,0.0,0.0,1969.33294286215,0.0,0.0,1969.33294286215,1969.33294286215,250724,port1160,Santos,Brazil,BRA,4,5,0,0,4,9,13,3542.55408608404,777.489969677932,0.0,0.0,2289.34051794652,4320.04405576197,6609.38457370849,62368.5434078417,111905.278661164,0.0,0.0,50172.6814557514,174273.822069006,224446.503524757,373001
1308,2019-10-04,916.25,911.00,921.25,909.50,88.00K,0.49%,port1105,Rizhao,China,CHN,2,2,0,0,0,4,4,0.0,95461.9716956423,0.0,0.0,0.0,95461.9716956423,95461.9716956423,7306.21894664589,0.0,0.0,0.0,0.0,7306.21894664589,7306.21894664589,250725,port1160,Santos,Brazil,BRA,7,5,1,0,2,13,15,34668.0802401934,7018.13237219071,742.959063707021,0.0,9500.09881638179,42429.1716760912,51929.2704924729,39264.7881551778,140815.273865703,0.0,0.0,14095.5381543825,180080.06202088,194175.600175263,373005
1307,2019-10-07,915.25,916.50,919.50,911.50,131.28K,-0.11%,port1105,Rizhao,China,CHN,1,6,0,0,0,7,7,0.0,299793.459859274,0.0,0.0,0.0,299793.459859274,299793.459859274,2256.88937381875,2984.97163874873,0.0,0.0,0.0,5241.86101256747,5241.86101256747,250728,port1160,Santos,Brazil,BRA,8,2,0,0,3,10,13,49406.2574954363,6829.34347705105,0.0,0.0,1661.35225538525,56235.6009724874,57896.9532278726,94052.9804855194,22371.4577827166,0.0,0.0,11863.0252719928,116424.438268236,128287.463540229,373020
1306,2019-10-08,920.50,915.00,923.75,910.50,149.43K,0.57%,port1105,Rizhao,China,CHN,1,6,0,0,0,7,7,0.0,250936.247479824,0.0,0.0,0.0,250936.247479824,250936.247479824,15509.1614605922,10718.0463456137,0.0,0.0,0.0,26227.2078062059,26227.2078062059,250729,port1160,Santos,Brazil,BRA,7,1,1,1,2,10,12,20490.0215952647,0.0,0.0,0.0,19310.9418078681,20490.0215952647,39800.9634031328,39199.5735897236,9681.50910384584,33535.1304318759,2737.57115797285,0.0,85153.7842834182,85153.7842834182,373024
1305,2019-10-09,923.75,918.50,931.50,918.25,165.14K,0.35%,port1105,Rizhao,China,CHN,2,2,1,0,0,5,5,2051.41179887205,169088.669535637,1592.71170537086,0.0,0.0,172732.79303988,172732.79303988,10298.0703981428,0.0,0.0,0.0,0.0,10298.0703981428,10298.0703981428,250730,port1160,Santos,Brazil,BRA,5,1,1,1,3,8,11,14840.7943769696,19709.1433470344,0.0,0.0,9821.87951833168,34549.937724004,44371.8172423357,7188.86112178427,0.0,3895.97067671706,2469.49549424104,17121.8495248988,13554.3272927424,30676.1768176412,373028
1304,2019-10-10,923.50,919.50,934.00,918.75,170.69K,-0.03%,port1105,Rizhao,China,CHN,2,3,0,0,0,5,5,0.0,172896.300148119,0.0,0.0,0.0,172896.300148119,172896.300148119,14399.597164086,0.0,0.0,0.0,0.0,14399.597164086,14399.597164086,250731,port1160,Santos,Brazil,BRA,4,6,0,0,0,10,10,30650.3886547051,0.0,0.0,0.0,0.0,30650.3886547051,30650.3886547051,21672.8534022119,192765.290161175,0.0,0.0,0.0,214438.143563387,214438.143563387,373033
1303,2019-10-11,936.00,923.75,939.25,923.50,180.67K,1.35%,port1105,Rizhao,China,CHN,1,4,0,0,0,5,5,0.0,235941.543811779,0.0,0.0,0.0,235941.543811779,235941.543811779,0.0,44739.4725467342,0.0,0.0,0.0,44739.4725467342,44739.4725467342,250732,port1160,Santos,Brazil,BRA,7,8,1,0,2,16,18,14579.7637346316,79295.7063528075,0.0,0.0,6655.32137826473,93875.4700874392,100530.791465704,56526.6951331619,146990.830754826,20935.8302089843,0.0,788.181633180262,224453.356096972,225241.537730152,373038
1302,2019-10-14,940.50,940.50,945.50,930.50,131.89K,0.48%,port1105,Rizhao,China,CHN,1,1,0,0,0,2,2,2658.51824340268,79646.7864171497,0.0,0.0,0.0,82305.3046605524,82305.3046605524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250735,port1160,Santos,Brazil,BRA,8,5,1,0,4,14,18,64614.226614999,12954.1168228979,0.0,0.0,2687.50089659125,77568.3434378969,80255.8443344882,42161.5063346697,160001.472839703,603.473723503378,0.0,14597.487264279,202766.452897876,217363.940162155,373053
1301,2019-10-15,934.00,938.75,944.25,933.25,129.61K,-0.69%,port1105,Rizhao,China,CHN,0,7,2,0,0,9,9,0.0,320654.069841907,5358.34985096202,0.0,0.0,326012.419692869,326012.419692869,0.0,13053.086467809,7861.48934020691,0.0,0.0,20914.5758080159,20914.5758080159,250736,port1160,Santos,Brazil,BRA,7,4,1,0,3,12,15,13356.0469893453,40054.8672944457,0.0,0.0,7895.20206486675,53410.9142837909,61306.1163486577,62393.3894905973,59024.8138004222,1094.61243971338,0.0,2058.74978201746,122512.815730733,124571.56551275,373054
1300,2019-10-16,928.00,933.00,938.75,927.50,102.68K,-0.64%,port1105,Rizhao,China,CHN,3,4,1,0,0,8,8,3769.75572367696,254519.054350069,0.0,0.0,0.0,258288.810073746,258288.810073746,9908.35229988808,0.0,2169.95625059153,0.0,0.0,12078.3085504796,12078.3085504796,250737,port1160,Santos,Brazil,BRA,5,7,0,0,2,12,14,67640.4377518034,33140.0406972567,0.0,0.0,7904.60629747452,100780.47844906,108685.084746535,0.0,115357.012155431,0.0,0.0,79.0696488443403,115357.012155431,115436.081804276,373055
1299,2019-10-17,931.50,928.00,940.75,927.25,119.45K,0.38%,port1105,Rizhao,China,CHN,1,6,1,0,0,8,8,0.0,204812.14629709,2729.47437940825,0.0,0.0,207541.620676499,207541.620676499,7680.52812130917,0.0,0.0,0.0,0.0,7680.52812130917,7680.52812130917,250738,port1160,Santos,Brazil,BRA,4,2,0,0,3,6,9,18863.6330119073,0.0,0.0,0.0,22314.9422819308,18863.6330119073,41178.575293838,22175.026053995,59203.4361038355,0.0,0.0,14059.4392528371,81378.4621578305,95437.9014106676,373056
1298,2019-10-18,934.00,931.00,938.50,930.50,120.20K,0.27%,port1105,Rizhao,China,CHN,2,2,2,0,0,6,6,0.0,70206.1898155821,0.0,0.0,0.0,70206.1898155821,70206.1898155821,7050.09269117791,3829.66248753285,3701.79563993243,0.0,0.0,14581.5508186432,14581.5508186432,250739,port1160,Santos,Brazil,BRA,6,9,0,0,4,15,19,35950.7121803985,38136.0859337336,0.0,0.0,11692.0287256073,74086.7981141321,85778.8268397394,54389.8456121865,125718.429608379,0.0,0.0,7773.44709478922,180108.275220566,187881.722315355,373057
1297,2019-10-21,933.25,930.75,940.00,930.25,132.04K,-0.08%,port1105,Rizhao,China,CHN,0,6,1,0,0,7,7,0.0,235753.646580946,0.0,0.0,0.0,235753.646580946,235753.646580946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250742,port1160,Santos,Brazil,BRA,6,3,2,0,2,11,13,62562.8519095736,0.0,0.0,0.0,12665.8520847362,62562.8519095736,75228.7039943098,80892.5306629836,75452.3772227367,18544.2274061372,0.0,0.0,174889.135291858,174889.135291858,373060
1296,2019-10-22,934.00,932.50,945.25,931.00,162.32K,0.08%,port1105,Rizhao,China,CHN,2,5,2,0,1,9,10,8274.96417317149,247528.902199178,3761.91501239833,0.0,4199.96754884343,259565.781384748,263765.748933591,0.0,6144.69882585463,9264.43260438875,0.0,0.0,15409.1314302434,15409.1314302434,250743,port1160,Santos,Brazil,BRA,5,4,1,1,2,11,13,26573.8808464467,0.0,0.0,0.0,9988.93606369857,26573.8808464467,36562.8169101453,59789.9959286666,159785.905274954,4017.55566210471,3208.23460588625,0.0,226801.691471611,226801.691471611,373061
1295,2019-10-23,933.75,934.00,939.00,927.75,183.77K,-0.03%,port1105,Rizhao,China,CHN,1,3,2,0,0,6,6,0.0,227453.935054874,3951.03668826149,0.0,0.0,231404.971743136,231404.971743136,0.0,0.0,2149.22209816446,0.0,0.0,2149.22209816446,2149.22209816446,250744,port1160,Santos,Brazil,BRA,7,4,1,2,3,14,17,42006.7727593528,9235.04548039075,0.0,570.540043437679,9247.88373862448,51812.3582831812,61060.2420218057,16817.8635762993,113941.594987799,20133.802719559,7186.11877418632,9161.78701519638,158079.380057844,167241.16707304,373062
1294,2019-10-24,933.25,933.75,939.00,932.75,133.43K,-0.05%,port1105,Rizhao,China,CHN,2,5,1,0,1,8,9,0.0,243778.054349221,716.575711025956,0.0,2579.48667430116,244494.630060247,247074.116734548,8577.89130569719,0.0,0.0,0.0,0.0,8577.89130569719,8577.89130569719,250745,port1160,Santos,Brazil,BRA,6,9,0,1,2,16,18,24248.9457791664,66134.1296540234,0.0,0.0,4191.82694518071,90383.0754331898,94574.9023783705,25224.7505729618,169021.259423702,0.0,2199.14761641803,7755.28969100449,196445.157613082,204200.447304086,373063
1293,2019-10-25,920.25,933.50,937.25,919.50,190.32K,-1.39%,port1105,Rizhao,China,CHN,2,5,0,0,0,7,7,724.536507014098,221267.774955175,0.0,0.0,0.0,221992.311462189,221992.311462189,12004.5366369811,0.0,0.0,0.0,0.0,12004.5366369811,12004.5366369811,250746,port1160,Santos,Brazil,BRA,7,6,1,1,3,15,18,2858.25157382712,10583.0377009107,0.0,0.0,4114.81297020528,13441.2892747379,17556.1022449431,94356.2015001784,90939.3692140658,396.810007717912,5722.63730524844,21374.8670916893,191415.018027211,212789.8851189,373064
1292,2019-10-28,920.75,921.50,926.00,920.25,132.48K,0.05%,port1105,Rizhao,China,CHN,2,4,0,0,0,6,6,0.0,240995.219589254,0.0,0.0,0.0,240995.219589254,240995.219589254,17171.0303234571,4454.77901314225,0.0,0.0,0.0,21625.8093365993,21625.8093365993,250749,port1160,Santos,Brazil,BRA,8,4,0,0,3,12,15,72518.7684088528,25499.020412173,0.0,0.0,14360.8057599297,98017.7888210259,112378.594580956,52743.487655222,82010.3973653157,0.0,0.0,523.724796722923,134753.885020538,135277.609817261,373067
1291,2019-10-29,918.25,921.00,925.25,916.00,147.90K,-0.27%,port1105,Rizhao,China,CHN,3,3,0,0,0,6,6,18565.5839718804,82725.2443115938,0.0,0.0,0.0,101290.828283474,101290.828283474,43842.6219851382,0.0,0.0,0.0,0.0,43842.6219851382,43842.6219851382,250750,port1160,Santos,Brazil,BRA,6,7,2,1,0,16,16,23288.1163456686,24499.9098899378,0.0,0.0,0.0,47788.0262356063,47788.0262356063,59511.3997380615,136971.582499769,30401.5284946783,5141.47464244674,0.0,232025.985374956,232025.985374956,373068
1290,2019-10-30,916.00,917.75,921.50,915.25,110.26K,-0.25%,port1105,Rizhao,China,CHN,2,3,1,0,0,6,6,643.756966025234,35909.8604083895,0.0,0.0,0.0,36553.6173744148,36553.6173744148,2417.71404276743,8621.38396866381,10758.1143266415,0.0,0.0,21797.2123380727,21797.2123380727,250751,port1160,Santos,Brazil,BRA,5,2,0,0,2,7,9,19396.3311088231,0.0,0.0,0.0,1251.54587654183,19396.3311088231,20647.876985365,32593.6895896953,80479.723411747,0.0,0.0,2731.56965011537,113073.413001442,115804.982651558,373069
1289,2019-10-31,916.75,915.75,920.50,910.50,14.17K,0.08%,port1105,Rizhao,China,CHN,0,5,0,0,0,5,5,0.0,105744.971317158,0.0,0.0,0.0,105744.971317158,105744.971317158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250810,port1160,Santos,Brazil,BRA,4,4,2,1,3,11,14,0.0,11015.9815890795,623.193644865794,0.0,3015.07604837784,11639.1752339453,14654.2512823232,48375.9981124717,74396.0976297662,18468.0468134487,1940.13303096165,21407.495724343,143180.275586648,164587.771310991,373070
1288,2019-11-01,924.25,915.50,926.50,915.00,7.10K,0.82%,port1105,Rizhao,China,CHN,3,2,1,0,0,6,6,0.0,67169.7306745173,0.0,0.0,0.0,67169.7306745173,67169.7306745173,13272.8583632607,0.0,6534.59386354808,0.0,0.0,19807.4522268087,19807.4522268087,250871,port1160,Santos,Brazil,BRA,4,4,0,1,2,9,11,961.205008066179,7891.49793264009,0.0,0.0,0.0,8852.70294070627,8852.70294070627,63855.1606017076,59969.9561335448,0.0,4020.25279031917,7755.28969100449,127845.369525572,135600.659216576,373071
1287,2019-11-04,925.75,923.25,929.75,921.00,1.29K,0.16%,port1105,Rizhao,China,CHN,1,4,0,0,0,5,5,0.0,208432.893107083,0.0,0.0,0.0,208432.893107083,208432.893107083,0.0,3111.06378038155,0.0,0.0,0.0,3111.06378038155,3111.06378038155,250936,port1160,Santos,Brazil,BRA,4,3,0,1,1,8,9,16290.1283450089,0.0,0.0,0.0,8753.03971228254,16290.1283450089,25043.1680572914,64851.3683042688,88669.8001054589,0.0,1103.05073528103,0.0,154624.219145009,154624.219145009,373074
1286,2019-11-05,921.75,925.25,928.75,920.00,0.66K,-0.43%,port1105,Rizhao,China,CHN,1,3,0,0,1,4,5,0.0,240600.031456361,0.0,0.0,920.281932628386,240600.031456361,241520.313388989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250948,port1160,Santos,Brazil,BRA,5,3,3,0,4,11,15,58988.4658146413,0.0,280.85389404972,0.0,11393.5070226822,59269.3197086911,70662.8267313733,6666.84754028544,76026.1303843689,20838.1992852939,0.0,0.0,103531.177209948,103531.177209948,373075
1285,2019-11-06,915.00,922.25,922.50,914.25,1.58K,-0.73%,port1105,Rizhao,China,CHN,0,3,0,0,0,3,3,0.0,110069.577221952,0.0,0.0,0.0,110069.577221952,110069.577221952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250954,port1160,Santos,Brazil,BRA,4,3,1,0,1,8,9,16579.9576158979,26480.0082574697,0.0,0.0,0.0,43059.9658733676,43059.9658733676,20604.3177288426,77830.2306702369,174.579601364758,0.0,17089.7399502374,98609.1280004443,115698.867950682,373076
1284,2019-11-07,925.00,916.50,927.00,915.00,0.79K,1.09%,port1105,Rizhao,China,CHN,1,3,0,0,0,4,4,0.0,99712.5847817984,0.0,0.0,0.0,99712.5847817984,99712.5847817984,4212.62671384059,9973.33448035154,0.0,0.0,0.0,14185.9611941921,14185.9611941921,250960,port1160,Santos,Brazil,BRA,8,4,0,0,4,12,16,37948.4197026606,33873.5266591023,0.0,0.0,6471.8162531607,71821.9463617629,78293.7626149236,46119.5479583466,65635.9718802974,0.0,0.0,11169.9078854073,111755.519838644,122925.427724051,373077
