,Date,Price,Open,High,Low,Vol.,Change %,portid_buenaventura,portname_buenaventura,country_buenaventura,ISO3_buenaventura,portcalls_container_buenaventura,portcalls_dry_bulk_buenaventura,portcalls_general_cargo_buenaventura,portcalls_roro_buenaventura,portcalls_tanker_buenaventura,portcalls_cargo_buenaventura,portcalls_buenaventura,import_container_buenaventura,import_dry_bulk_buenaventura,import_general_cargo_buenaventura,import_roro_buenaventura,import_tanker_buenaventura,import_cargo_buenaventura,import_buenaventura,export_container_buenaventura,export_dry_bulk_buenaventura,export_general_cargo_buenaventura,export_roro_buenaventura,export_tanker_buenaventura,export_cargo_buenaventura,export_buenaventura,ObjectId_buenaventura,portid_neworleans,portname_neworleans,country_neworleans,ISO3_neworleans,portcalls_container_neworleans,portcalls_dry_bulk_neworleans,portcalls_general_cargo_neworleans,portcalls_roro_neworleans,portcalls_tanker_neworleans,portcalls_cargo_neworleans,portcalls_neworleans,import_container_neworleans,import_dry_bulk_neworleans,import_general_cargo_neworleans,import_roro_neworleans,import_tanker_neworleans,import_cargo_neworleans,import_neworleans,export_container_neworleans,export_dry_bulk_neworleans,export_general_cargo_neworleans,export_roro_neworleans,export_tanker_neworleans,export_cargo_neworleans,export_neworleans,ObjectId_neworleans
1172,2020-03-16,103.9,105.85,107.4,103.65,23.65K,-2.67%,port183,Buenaventura,Colombia,COL,3,1,0,0,0,4,4,9916.74960052233,15582.4194360099,0.0,0.0,0.0,25499.1690365322,25499.1690365322,8139.93185331501,0.0,0.0,0.0,0.0,8139.93185331501,8139.93185331501,1092056,port812,New Orleans,United States,USA,1,1,2,0,1,4,5,0.0,7778.66866337726,1608.58686756941,0.0,0.0,9387.25553094666,9387.25553094666,6025.58022690778,0.0,8079.6746685846,0.0,1561.4572604993,14105.2548954924,15666.7121559917,3124162
1171,2020-03-17,102.6,103.95,104.7,101.4,21.26K,-1.25%,port183,Buenaventura,Colombia,COL,0,1,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092058,port812,New Orleans,United States,USA,3,9,0,0,12,12,24,0.0,2688.16052349245,0.0,0.0,31296.5784467361,2688.16052349245,33984.7389702286,13233.9491790776,93267.1042499585,0.0,0.0,111713.171716359,106501.053429036,218214.225145395,3124168
1170,2020-03-18,108.3,102.6,114.1,102.6,37.65K,5.56%,port183,Buenaventura,Colombia,COL,1,1,0,0,1,2,3,18880.5137855258,0.0,0.0,0.0,2913.0961566959,18880.5137855258,21793.6099422217,0.0,10291.0252872914,0.0,0.0,0.0,10291.0252872914,10291.0252872914,1092063,port812,New Orleans,United States,USA,1,13,1,0,9,15,24,0.0,78897.2704503447,0.0,0.0,48518.9978642152,78897.2704503447,127416.26831456,5294.86989051585,174935.894722175,3836.22356838487,0.0,64704.0237460993,184066.988181076,248771.011927175,3124174
1169,2020-03-19,112.7,108.9,113.85,108.45,23.50K,4.06%,port183,Buenaventura,Colombia,COL,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092070,port812,New Orleans,United States,USA,2,4,1,0,11,7,18,0.0,25646.2425959042,9422.42917651574,0.0,59224.1103756887,35068.67177242,94292.7821481086,6418.98313889386,28810.6924932468,0.0,0.0,75281.1405664056,35229.6756321406,110510.816198546,3124340
1168,2020-03-20,119.75,114.4,120.0,114.4,14.66K,6.26%,port183,Buenaventura,Colombia,COL,1,0,1,0,0,2,2,0.0,0.0,4370.0776709814,0.0,0.0,4370.0776709814,4370.0776709814,5628.66514711034,0.0,0.0,0.0,0.0,5628.66514711034,5628.66514711034,1092077,port812,New Orleans,United States,USA,2,11,1,0,9,14,23,0.0,32733.0498706619,15118.4990220421,0.0,207.450518754444,47851.5488927039,48058.9994114584,18493.6893549545,145136.415615987,0.0,0.0,59578.8939514276,163630.104970941,223208.998922369,3124342
1167,2020-03-23,122.0,120.4,124.9,117.35,16.42K,1.88%,port183,Buenaventura,Colombia,COL,2,2,1,0,0,5,5,6908.23697477931,40592.4632226041,1741.31102954099,0.0,0.0,49242.0112269244,49242.0112269244,3037.90118811475,0.0,0.0,0.0,0.0,3037.90118811475,3037.90118811475,1092134,port812,New Orleans,United States,USA,1,7,0,0,5,8,13,0.0,6763.434563324,0.0,0.0,4185.23433173318,6763.434563324,10948.6688950572,5612.4437998315,112557.218138783,0.0,0.0,45186.1915482204,118169.661938614,163355.853486834,3124352
1166,2020-03-24,125.4,122.0,125.8,121.6,13.33K,2.79%,port183,Buenaventura,Colombia,COL,1,0,0,0,0,1,1,4893.85654381711,0.0,0.0,0.0,0.0,4893.85654381711,4893.85654381711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092137,port812,New Orleans,United States,USA,2,6,2,0,3,10,13,0.0,21846.5771662434,0.0,0.0,2233.11687203922,21846.5771662434,24079.6940382826,2010.52293302574,42289.3144468416,538.200962659383,0.0,0.0,44838.0383425268,44838.0383425268,3124356
1165,2020-03-25,128.95,125.45,129.05,121.95,18.60K,2.83%,port183,Buenaventura,Colombia,COL,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19769.1153170014,0.0,0.0,0.0,0.0,19769.1153170014,19769.1153170014,1092142,port812,New Orleans,United States,USA,2,8,2,0,15,12,27,865.247561398006,54729.2406396126,9836.05157274422,0.0,49463.6865017006,65430.5397737548,114894.226275455,4770.50888213234,73775.2419418,11752.0723310298,0.0,118328.424276131,90297.8231549622,208626.247431093,3124360
1164,2020-03-26,124.15,127.05,128.95,123.7,14.45K,-3.72%,port183,Buenaventura,Colombia,COL,0,2,0,1,0,3,3,0.0,27455.739678575,0.0,1151.01607933061,0.0,28606.7557579056,28606.7557579056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092192,port812,New Orleans,United States,USA,2,5,3,0,6,10,16,0.0,34035.6901015667,15549.9389671223,0.0,10745.6884989292,49585.6290686889,60331.3175676181,10698.0409626889,46125.2340818041,16970.9827893499,0.0,26896.8969430856,73794.2578338429,100691.154776928,3124363
1163,2020-03-27,116.75,123.15,123.25,116.5,15.48K,-5.96%,port183,Buenaventura,Colombia,COL,2,1,0,1,0,4,4,11897.7428094869,3342.11479124384,0.0,989.57077352902,0.0,16229.4283742598,16229.4283742598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092194,port812,New Orleans,United States,USA,2,7,1,0,7,10,17,0.0,24043.9168844676,23.6922891936226,0.0,26908.6405214308,24067.6091736612,50976.249695092,3227.03915858592,125926.422832346,10439.6141534267,0.0,50523.5683573155,139593.076144358,190116.644501674,3124365
1162,2020-03-30,120.1,116.75,121.15,116.75,11.12K,2.87%,port183,Buenaventura,Colombia,COL,2,1,0,0,1,3,4,7091.39131203225,24835.246769543,0.0,0.0,0.0,31926.6380815752,31926.6380815752,4043.13399825607,0.0,0.0,0.0,351.72716917334,4043.13399825607,4394.86116742942,1092205,port812,New Orleans,United States,USA,1,5,1,0,7,7,14,0.0,1893.95165902977,1508.23013275764,0.0,34615.3494130118,3402.18179178741,38017.5312047992,5733.1888022503,97663.2679127088,0.0,0.0,27500.5952780464,103396.456714959,130897.051993006,3124370
1161,2020-03-31,120.35,119.8,121.3,117.35,11.54K,0.21%,port183,Buenaventura,Colombia,COL,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092209,port812,New Orleans,United States,USA,3,14,1,0,4,18,22,4388.31109766196,99202.5756655696,670.510620989624,0.0,25512.7429467981,104261.397384221,129774.140331019,5391.62670875987,132097.830843635,9621.99520823694,0.0,29127.3323279711,147111.452760632,176238.785088603,3124371
1160,2020-04-01,117.35,118.6,119.8,115.4,14.61K,-2.49%,port183,Buenaventura,Colombia,COL,1,2,0,0,0,3,3,9792.5548910317,1629.79067730141,0.0,0.0,0.0,11422.3455683331,11422.3455683331,0.0,9844.56222101822,0.0,0.0,0.0,9844.56222101822,9844.56222101822,1092260,port812,New Orleans,United States,USA,0,3,1,0,4,4,8,0.0,0.0,1468.43098139228,0.0,3296.1641963821,1468.43098139228,4764.59517777438,0.0,69417.5561116797,0.0,0.0,17199.4414922528,69417.5561116797,86616.9976039325,3124372
1159,2020-04-02,120.7,117.95,121.4,117.9,15.22K,2.85%,port183,Buenaventura,Colombia,COL,2,0,0,0,1,2,3,10930.8295941725,0.0,0.0,0.0,9155.02992277364,10930.8295941725,20085.8595169462,3795.50999444269,0.0,0.0,0.0,0.0,3795.50999444269,3795.50999444269,1092262,port812,New Orleans,United States,USA,2,9,0,0,11,11,22,0.0,5114.56204819003,0.0,0.0,42161.42636471,5114.56204819003,47275.9884129,3543.62488955775,54932.3963055882,0.0,0.0,62115.4836317493,58476.0211951459,120591.504826895,3124373
1158,2020-04-03,116.5,119.4,120.5,115.85,13.66K,-3.48%,port183,Buenaventura,Colombia,COL,2,0,1,0,0,3,3,4505.84905858069,0.0,4924.67269591006,0.0,0.0,9430.52175449075,9430.52175449075,2175.14664340931,0.0,0.0,0.0,0.0,2175.14664340931,2175.14664340931,1092265,port812,New Orleans,United States,USA,2,9,1,0,7,12,19,848.415576970656,9947.2989350385,2248.34599969106,0.0,34432.4291251794,13044.0605117002,47476.4896368797,3992.08690855668,107881.14088403,0.0,0.0,32030.7609692637,111873.227792587,143903.988761851,3124374
1157,2020-04-06,117.9,116.0,118.45,114.05,16.53K,1.20%,port183,Buenaventura,Colombia,COL,1,0,0,0,1,1,2,5352.31988373448,0.0,0.0,0.0,9867.73182750616,5352.31988373448,15220.0517112406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092274,port812,New Orleans,United States,USA,2,4,1,0,3,7,10,104.829580880897,14539.7559131128,0.0,0.0,11572.668410714,14644.5854939937,26217.2539047076,13093.0920356654,31716.8729372489,15272.9360807859,0.0,526.039767835835,60082.9010537001,60608.940821536,3124379
1156,2020-04-07,121.05,118.0,121.75,118.0,22.14K,2.67%,port183,Buenaventura,Colombia,COL,1,2,0,0,0,3,3,7302.67836885556,29513.3749327014,0.0,0.0,0.0,36816.053301557,36816.053301557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092276,port812,New Orleans,United States,USA,2,5,3,0,8,10,18,0.0,28634.2427514719,3716.202539857,0.0,26972.4596208618,32350.4452913289,59322.9049121907,8546.23939476608,50913.3514528484,19359.3324919511,0.0,87174.6218893738,78818.9233395655,165993.545228939,3124381
1155,2020-04-08,120.9,121.2,121.65,119.1,18.93K,-0.12%,port183,Buenaventura,Colombia,COL,1,3,0,1,0,5,5,7422.16873788151,64037.6878477318,0.0,3181.43572904979,0.0,74641.2923146631,74641.2923146631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092279,port812,New Orleans,United States,USA,0,6,2,0,8,8,16,0.0,22310.5331428076,2543.63315037298,0.0,11548.2895722988,24854.1662931806,36402.4558654794,0.0,80051.8386868407,0.0,0.0,78153.0096289225,80051.8386868407,158204.848315763,3124383
1154,2020-04-09,119.75,120.9,122.6,118.15,20.57K,-0.95%,port183,Buenaventura,Colombia,COL,2,1,0,0,0,3,3,6788.36560852666,0.0,0.0,0.0,0.0,6788.36560852666,6788.36560852666,1893.92652472405,12840.7539278796,0.0,0.0,0.0,14734.6804526037,14734.6804526037,1092282,port812,New Orleans,United States,USA,2,6,1,0,8,9,17,0.0,31462.3878161919,0.0,0.0,13907.0138573644,31462.3878161919,45369.4016735563,10318.7037362901,41313.5562557299,20009.308371452,0.0,38231.7404269075,71641.568363472,109873.30879038,3124384
1153,2020-04-13,120.6,120.75,121.55,117.45,17.58K,0.71%,port183,Buenaventura,Colombia,COL,3,0,0,0,1,3,4,15470.2181538315,0.0,0.0,0.0,4959.98948612995,15470.2181538315,20430.2076399614,5874.73318349043,0.0,0.0,0.0,0.0,5874.73318349043,5874.73318349043,1092294,port812,New Orleans,United States,USA,1,11,4,0,3,16,19,1023.34912958348,17282.4500656939,88.9511763385683,0.0,4005.64947318812,18394.7503716159,22400.3998448041,0.0,137501.885748876,25205.431032554,0.0,6356.43403240751,162707.31678143,169063.750813837,3124388
1152,2020-04-14,118.35,120.75,121.1,116.5,20.86K,-1.87%,port183,Buenaventura,Colombia,COL,3,0,0,0,0,3,3,17238.9646258055,0.0,0.0,0.0,0.0,17238.9646258055,17238.9646258055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092297,port812,New Orleans,United States,USA,1,10,0,0,6,11,17,0.0,56989.6800529284,0.0,0.0,3629.33202985497,56989.6800529284,60619.0120827834,3516.17975347249,74841.1250686426,0.0,0.0,89728.6107006875,78357.3048221151,168085.915522803,3124389
1151,2020-04-15,121.2,118.05,122.15,115.6,22.05K,2.41%,port183,Buenaventura,Colombia,COL,1,0,0,0,0,1,1,16514.6549994992,0.0,0.0,0.0,0.0,16514.6549994992,16514.6549994992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092300,port812,New Orleans,United States,USA,1,5,1,0,6,7,13,1409.57853189726,36599.5103445417,1500.77192724807,0.0,34152.1498441455,39509.860803687,73662.0106478325,0.0,51035.8882602999,94.5520993324399,0.0,20985.8248628228,51130.4403596323,72116.2652224551,3124390
1150,2020-04-16,119.7,120.5,121.85,118.9,16.22K,-1.24%,port183,Buenaventura,Colombia,COL,2,0,0,0,1,2,3,3393.47378131733,0.0,0.0,0.0,3027.84361790517,3393.47378131733,6421.3173992225,6373.62783343703,0.0,0.0,0.0,0.0,6373.62783343703,6373.62783343703,1092303,port812,New Orleans,United States,USA,0,5,2,1,2,8,10,0.0,0.0,25406.3586679073,0.0,0.0,25406.3586679073,25406.3586679073,0.0,102021.478508349,0.0,0.0,17879.0937136649,102021.478508349,119900.572222014,3124391
1149,2020-04-17,117.55,119.7,120.9,117.25,22.43K,-1.80%,port183,Buenaventura,Colombia,COL,1,1,0,0,0,2,2,12814.2535777447,18775.3033640146,0.0,0.0,0.0,31589.5569417593,31589.5569417593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092306,port812,New Orleans,United States,USA,2,5,3,0,9,10,19,0.0,2402.27713330881,18785.0157587606,0.0,7907.60737891038,21187.2928920694,29094.9002709798,10099.8800764141,63982.782953568,4758.01852550108,0.0,60038.043753791,78840.6815554832,138878.725309274,3124392
1148,2020-04-20,115.25,117.75,118.4,114.75,16.06K,-1.96%,port183,Buenaventura,Colombia,COL,1,1,0,0,0,2,2,0.0,23999.5295104802,0.0,0.0,0.0,23999.5295104802,23999.5295104802,1817.16186634535,0.0,0.0,0.0,0.0,1817.16186634535,1817.16186634535,1092309,port812,New Orleans,United States,USA,0,5,3,0,4,8,12,0.0,29231.7659855791,0.0,0.0,27167.8789260344,29231.7659855791,56399.6449116135,0.0,44388.598702854,21639.3665095899,0.0,2905.27831164368,66027.9652124439,68933.2435240876,3124395
1147,2020-04-21,111.5,114.75,115.35,111.2,22.11K,-3.25%,port183,Buenaventura,Colombia,COL,0,1,0,0,0,1,1,0.0,3795.94324314217,0.0,0.0,0.0,3795.94324314217,3795.94324314217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092310,port812,New Orleans,United States,USA,1,5,1,0,8,7,15,0.0,18841.666899514,2408.89089392309,0.0,49336.0640128715,21250.5577934371,70586.6218063086,8765.81115217553,91570.3887842991,0.0,0.0,35179.2466072602,100336.199936475,135515.446543735,3124396
1146,2020-04-22,112.05,111.75,113.4,111.3,12.76K,0.49%,port183,Buenaventura,Colombia,COL,2,0,0,0,0,2,2,10345.6244535079,0.0,0.0,0.0,0.0,10345.6244535079,10345.6244535079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092311,port812,New Orleans,United States,USA,2,6,1,0,14,9,23,6166.76465735186,31068.9909308282,2737.52203029334,0.0,22382.3109696644,39973.2776184734,62355.5885881377,2254.27431782731,80428.5026015595,185.219462064233,0.0,48212.9060610313,82867.996381451,131080.902442482,3124397
1145,2020-04-23,112.4,112.5,114.85,111.75,13.53K,0.31%,port183,Buenaventura,Colombia,COL,3,2,0,0,1,5,6,19033.9302570503,23328.4703420356,0.0,0.0,5347.43467840884,42362.4005990858,47709.8352774947,8521.97575083208,0.0,0.0,0.0,0.0,8521.97575083208,8521.97575083208,1092312,port812,New Orleans,United States,USA,0,5,0,0,9,5,14,0.0,47848.0012225339,0.0,0.0,13756.5662022077,47848.0012225339,61604.5674247416,0.0,56674.3204712632,0.0,0.0,42034.2113535201,56674.3204712632,98708.5318247833,3124398
1144,2020-04-24,106.75,112.15,112.15,106.05,21.75K,-5.03%,port183,Buenaventura,Colombia,COL,1,1,0,1,0,3,3,9877.99538149479,8650.05545319507,0.0,574.053887529401,0.0,19102.1047222193,19102.1047222193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092313,port812,New Orleans,United States,USA,2,8,1,0,7,11,18,1628.59784859393,14562.0359665186,2703.54786626479,0.0,16903.2370418297,18894.1816813774,35797.418723207,9537.92237893197,130852.304586561,1375.34685965848,0.0,56399.4790463005,141765.573825152,198165.052871452,3124399
1143,2020-04-27,106.2,107.35,109.1,105.9,12.51K,-0.52%,port183,Buenaventura,Colombia,COL,2,0,0,0,0,2,2,3080.51118790167,0.0,0.0,0.0,0.0,3080.51118790167,3080.51118790167,5874.73318349043,0.0,0.0,0.0,0.0,5874.73318349043,5874.73318349043,1092316,port812,New Orleans,United States,USA,2,7,2,0,7,11,18,0.0,35426.894674119,911.220221576485,0.0,45650.3075716513,36338.1148956955,81988.4224673468,10543.1517567018,65799.048074237,2992.91407974281,0.0,17856.197460102,79335.1139106817,97191.3113707837,3124055
1142,2020-04-28,107.6,106.9,108.95,105.9,11.38K,1.32%,port183,Buenaventura,Colombia,COL,1,2,0,0,1,3,4,0.0,10038.947437839,0.0,0.0,341.808437236034,10038.947437839,10380.755875075,8702.73933224474,0.0,0.0,0.0,0.0,8702.73933224474,8702.73933224474,1092317,port812,New Orleans,United States,USA,2,7,2,0,7,11,18,7456.02982827849,54062.5046663048,2839.90160215267,0.0,29744.8422621804,64358.4360967359,94103.2783589164,0.0,22478.1757157155,1567.9601965684,0.0,23522.9436792281,24046.1359122839,47569.079591512,3124056
1141,2020-04-29,105.3,108.2,108.55,105.05,14.38K,-2.14%,port183,Buenaventura,Colombia,COL,1,0,1,1,0,3,3,9560.02454820729,0.0,27618.0714358433,945.826857498156,0.0,38123.9228415488,38123.9228415488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092318,port812,New Orleans,United States,USA,2,2,2,0,7,6,13,0.0,0.0,2812.44283813928,0.0,44086.7389748345,2812.44283813928,46899.1818129737,3597.85831592985,25789.0384133158,1249.21498017664,0.0,41547.0181076868,30636.1117094223,72183.1298171091,3124057
1140,2020-04-30,106.3,105.9,107.45,103.8,18.58K,0.95%,port183,Buenaventura,Colombia,COL,3,0,0,0,0,3,3,5419.24077956985,0.0,0.0,0.0,0.0,5419.24077956985,5419.24077956985,10575.1402230564,0.0,0.0,0.0,0.0,10575.1402230564,10575.1402230564,1092319,port812,New Orleans,United States,USA,1,7,3,0,6,11,17,0.0,65489.508287338,7822.85666899818,0.0,0.0,73312.3649563362,73312.3649563362,9336.19512244963,15862.233344461,15056.2798811258,0.0,56794.9964442137,40254.7083480364,97049.7047922501,3124058
1139,2020-05-01,106.1,105.8,107.25,104.5,9.84K,-0.19%,port183,Buenaventura,Colombia,COL,1,1,0,0,0,2,2,4346.40074275545,30140.0912707904,0.0,0.0,0.0,34486.4920135458,34486.4920135458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092320,port812,New Orleans,United States,USA,1,10,1,0,8,12,20,0.0,47667.4158229262,0.0,0.0,27072.0046780673,47667.4158229262,74739.4205009936,1932.48364557599,101592.511463907,412.818780134643,0.0,34794.4790640646,103937.813889617,138732.292953682,3124059
1138,2020-05-04,107.2,105.1,108.3,104.95,10.69K,1.04%,port183,Buenaventura,Colombia,COL,1,0,0,0,1,1,2,2429.10876089422,0.0,0.0,0.0,3974.6747747996,2429.10876089422,6403.78353569382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092323,port812,New Orleans,United States,USA,1,8,2,0,3,11,14,0.0,3795.17654096066,1405.04427312851,0.0,0.0,5200.22081408917,5200.22081408917,3814.8726207682,94927.7441581582,592.954083734586,0.0,44333.7705480466,99335.570862661,143669.341410708,3124062
1137,2020-05-05,110.65,107.3,110.95,106.75,13.18K,3.22%,port183,Buenaventura,Colombia,COL,1,1,0,0,1,2,3,0.0,30151.3423959105,0.0,0.0,2442.27300045315,30151.3423959105,32593.6153963637,761.099680107545,0.0,0.0,0.0,0.0,761.099680107545,761.099680107545,1092496,port812,New Orleans,United States,USA,1,5,1,0,4,7,11,0.0,14459.5998446038,9433.93775613743,0.0,6882.30541801262,23893.5376007413,30775.8430187539,1504.31810708285,84560.3310289099,0.0,0.0,7589.51695171828,86064.6491359928,93654.166087711,3124063
1136,2020-05-06,110.6,109.85,110.85,108.55,10.17K,-0.05%,port183,Buenaventura,Colombia,COL,1,3,0,0,1,4,5,2169.64023907422,39103.8474848058,0.0,0.0,3534.60088221605,41273.4877238801,44808.0886060961,0.0,6818.80704412761,0.0,0.0,0.0,6818.80704412761,6818.80704412761,1092547,port812,New Orleans,United States,USA,3,4,1,0,8,8,16,19234.9660681782,2159.90777782612,494.689279937273,0.0,11171.8556938242,21889.5631259415,33061.4188197658,5494.24662219528,17196.6634049784,0.0,0.0,17258.9468471862,22690.9100271736,39949.8568743598,3124064
1135,2020-05-07,109.0,109.0,109.5,106.3,17.61K,-1.45%,port183,Buenaventura,Colombia,COL,2,2,0,0,1,4,5,0.0,31309.0869178597,0.0,0.0,2746.01766097087,31309.0869178597,34055.1045788306,4637.56249840716,0.0,0.0,0.0,0.0,4637.56249840716,4637.56249840716,1092570,port812,New Orleans,United States,USA,2,4,0,0,8,6,14,3302.00377172078,21697.7904374373,0.0,0.0,55015.3590704086,24999.7942091581,80015.1532795667,4179.94705199741,47376.7751676508,0.0,0.0,23115.612667797,51556.7222196482,74672.3348874452,3124065
1134,2020-05-08,111.65,108.6,113.15,108.6,15.78K,2.43%,port183,Buenaventura,Colombia,COL,2,0,0,0,0,2,2,13245.4705151715,0.0,0.0,0.0,0.0,13245.4705151715,13245.4705151715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092575,port812,New Orleans,United States,USA,2,9,0,0,7,11,18,3448.13008266647,26578.8232279844,0.0,0.0,19308.1894010659,30026.9533106508,49335.1427117167,5127.95280079576,113046.883915095,0.0,0.0,45676.2574517615,118174.83671589,163851.094167652,3124066
1133,2020-05-11,110.75,111.25,112.9,109.65,11.53K,-0.81%,port183,Buenaventura,Colombia,COL,3,2,0,2,0,7,7,1506.31461099008,24134.5751792408,0.0,2293.07983644153,0.0,27933.9696266724,27933.9696266724,1441.84306104525,0.0,0.0,1439.87443010191,0.0,2881.71749114716,2881.71749114716,1092592,port812,New Orleans,United States,USA,3,9,1,0,5,13,18,3306.55568443525,27602.0198336595,0.0,0.0,8863.09680614738,30908.5755180947,39771.6723242421,5319.29672738995,52623.1676021388,747.619162295658,0.0,21848.7067897504,58690.0834918244,80538.7902815748,3124069
1132,2020-05-12,107.35,110.0,110.25,106.65,13.93K,-3.07%,port183,Buenaventura,Colombia,COL,0,2,0,0,0,2,2,0.0,45599.3039816268,0.0,0.0,0.0,45599.3039816268,45599.3039816268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092598,port812,New Orleans,United States,USA,2,6,1,0,5,9,14,0.0,23528.7374816104,0.0,0.0,11199.3975685848,23528.7374816104,34728.1350501952,17431.0567700651,52420.586333568,15282.2591158369,0.0,24201.6942647878,85133.9022194699,109335.596484258,3124070
1131,2020-05-13,105.05,106.85,107.8,104.95,15.48K,-2.14%,port183,Buenaventura,Colombia,COL,2,0,0,0,1,2,3,14275.8066012782,0.0,0.0,0.0,4536.72347619051,14275.8066012782,18812.5300774687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092604,port812,New Orleans,United States,USA,2,7,0,0,7,9,16,1173.72457474779,19473.825970589,0.0,0.0,28992.719196408,20647.5505453368,49640.2697417449,4221.57316447809,55705.6599796114,0.0,0.0,49197.0639503864,59927.2331440895,109124.297094476,3124071
1130,2020-05-14,106.7,105.45,108.3,105.1,16.57K,1.57%,port183,Buenaventura,Colombia,COL,1,3,0,0,0,4,4,0.0,35691.7085305862,0.0,0.0,0.0,35691.7085305862,35691.7085305862,6407.81842806937,0.0,0.0,0.0,0.0,6407.81842806937,6407.81842806937,1092610,port812,New Orleans,United States,USA,1,11,3,0,4,15,19,0.0,82550.8885270577,8937.3389207755,0.0,46739.8562565984,91488.2274478332,138228.083704432,2006.72991192518,83390.2384452095,5155.08408506149,0.0,0.0,90552.0524421962,90552.0524421962,3124072
1129,2020-05-15,106.85,108.05,109.15,106.55,12.53K,0.14%,port183,Buenaventura,Colombia,COL,1,2,0,0,1,3,4,0.0,34344.1218644051,0.0,0.0,299.077197999761,34344.1218644051,34643.1990624049,3229.01769246389,0.0,0.0,0.0,0.0,3229.01769246389,3229.01769246389,1092662,port812,New Orleans,United States,USA,1,5,1,0,6,7,13,70.701298080888,38380.0284000959,0.0,0.0,846.682092719678,38450.7296981768,39297.4117908965,6448.52909725165,49585.856948611,19250.6568981507,0.0,9414.20682486188,75285.0429440133,84699.2497688752,3124073
1128,2020-05-18,107.75,106.75,108.1,105.0,17.33K,0.84%,port183,Buenaventura,Colombia,COL,2,0,0,0,0,2,2,2292.4588064739,0.0,0.0,0.0,0.0,2292.4588064739,2292.4588064739,1219.35139159725,0.0,0.0,0.0,0.0,1219.35139159725,1219.35139159725,1092677,port812,New Orleans,United States,USA,1,11,2,0,5,14,19,0.0,40735.0811345569,10926.1550737194,0.0,278.134851902339,51661.2362082763,51939.3710601786,5473.90827456897,129108.885457686,0.0,0.0,38307.1300297324,134582.793732255,172889.923761987,3124076
1127,2020-05-19,108.4,108.65,109.9,107.6,6.05K,0.60%,port183,Buenaventura,Colombia,COL,0,1,0,0,1,1,2,0.0,8699.51494151299,0.0,0.0,2055.33077677658,8699.51494151299,10754.8457182896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092681,port812,New Orleans,United States,USA,1,5,0,0,6,6,12,4750.5642473188,25505.7352869528,0.0,0.0,30815.5649066503,30256.2995342716,61071.8644409219,0.0,26975.6606592341,0.0,0.0,31794.0273586066,26975.6606592341,58769.6880178407,3124077
1126,2020-05-20,107.05,108.2,108.95,106.7,6.78K,-1.25%,port183,Buenaventura,Colombia,COL,1,1,0,0,1,2,3,8638.03338050748,0.0,0.0,0.0,3105.02499896526,8638.03338050748,11743.0583794727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092686,port812,New Orleans,United States,USA,2,5,0,0,7,7,14,0.0,28005.8310457609,0.0,0.0,19747.177178736,28005.8310457609,47753.008224497,10280.0310519203,86635.3043560344,0.0,0.0,39948.5205696573,96915.3354079548,136863.855977612,3124078
1125,2020-05-21,106.3,107.2,108.0,105.7,11.73K,-0.70%,port183,Buenaventura,Colombia,COL,2,0,0,0,0,2,2,1082.08535292522,0.0,0.0,0.0,0.0,1082.08535292522,1082.08535292522,5610.05800742937,0.0,0.0,0.0,0.0,5610.05800742937,5610.05800742937,1092691,port812,New Orleans,United States,USA,1,5,1,0,8,7,15,0.0,5841.45025398729,0.0,0.0,45711.0246204569,5841.45025398729,51552.4748744441,327.158803239032,73787.9235693222,18460.3786503949,0.0,13693.8919727105,92575.4610229561,106269.352995667,3124079
